county,precinct,office,district,party,candidate,votes,advance_in_person_1,absentee_by_mail,election_day,advance_in_person,provisional_
DeKalb,,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",6645,481,311,5851,0,2
DeKalb,ALLGOOD ELEM,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",21,7,0,14,0,0
DeKalb,ASHFORD DUNWOODY RD,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",117,3,6,108,0,0
DeKalb,ASHFORD PARK ELEM,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",73,4,7,62,0,0
DeKalb,ASHFORD PARKSIDE,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",102,3,3,96,0,0
DeKalb,AUSTIN,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",183,6,10,167,0,0
DeKalb,AUSTIN DRIVE,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",6,3,0,3,0,0
DeKalb,AVONDALE,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",115,18,5,92,0,0
DeKalb,AVONDALE HIGH,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",42,5,1,36,0,0
DeKalb,BETHUNE MIDDLE,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",9,3,0,6,0,0
DeKalb,BOULDERCREST RD,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",3,0,0,3,0,0
DeKalb,BOULEVARD,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",21,1,0,20,0,0
DeKalb,BRIAR VISTA ELEM,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",38,2,1,35,0,0
DeKalb,BRIARCLIFF,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",52,2,7,43,0,0
DeKalb,BRIARLAKE ELEM,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",96,6,8,82,0,0
DeKalb,BRIARWOOD,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",44,0,2,42,0,0
DeKalb,BROCKETT,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",78,5,2,71,0,0
DeKalb,BROCKETT ELEM,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",96,9,2,85,0,0
DeKalb,BROOKHAVEN,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",93,0,5,88,0,0
DeKalb,BROWNS MILL ELEM,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",6,0,1,5,0,0
DeKalb,BURGESS ELEM,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",7,0,1,6,0,0
DeKalb,CANBY LANE ELEM,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",7,2,0,5,0,0
DeKalb,CANDLER,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",7,1,0,6,0,0
DeKalb,CANDLER-MURPHEY CANDLER ELEM,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",23,1,2,20,0,0
DeKalb,CEDAR GROVE ELEM,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",3,0,0,3,0,0
DeKalb,CEDAR GROVE MIDDLE,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",1,0,0,1,0,0
DeKalb,CEDAR GROVE SOUTH,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",6,0,0,6,0,0
DeKalb,CHAMBLEE ,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",107,2,2,103,0,0
DeKalb,CHAPEL HILL ELEM,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",2,1,1,0,0,0
DeKalb,CHESNUT ELEM,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",50,1,0,49,0,0
DeKalb,CLAIREMONT EAST,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",49,4,0,45,0,0
DeKalb,CLAIREMONT WEST,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",46,10,6,30,0,0
DeKalb,CLAIRMONT ROAD,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",48,2,4,42,0,0
DeKalb,CLARKSTON,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",15,1,2,12,0,0
DeKalb,CLIFTON ELEM,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",4,1,0,3,0,0
DeKalb,COAN MIDDLE,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",3,0,0,3,0,0
DeKalb,COLUMBIA DRIVE,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",2,1,0,1,0,0
DeKalb,COLUMBIA ELEM,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",1,0,0,1,0,0
DeKalb,COLUMBIA MIDDLE,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",1,0,0,1,0,0
DeKalb,CORALWOOD,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",93,12,3,78,0,0
DeKalb,COVINGTON,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",13,1,1,11,0,0
DeKalb,COVINGTON HWY LIBRARY,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",0,0,0,0,0,0
DeKalb,CROSS KEYS HIGH,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",31,2,2,27,0,0
DeKalb,CROSSROADS,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",3,0,0,3,0,0
DeKalb,DORAVILLE NORTH,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",40,2,2,36,0,0
DeKalb,DORAVILLE SOUTH,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",11,0,0,11,0,0
DeKalb,DRESDEN ELEM,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",48,2,2,44,0,0
DeKalb,DRUID HILLS HIGH,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",34,5,2,27,0,0
DeKalb,DUNAIRE ELEM,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",17,4,0,13,0,0
DeKalb,DUNWOODY,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",62,7,7,48,0,0
DeKalb,DUNWOODY ELEM,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",120,6,4,110,0,0
DeKalb,DUNWOODY LIBRARY,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",137,5,10,122,0,0
DeKalb,EAST LAKE ELEM,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",12,1,2,9,0,0
DeKalb,EMBRY HILLS,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",86,5,3,78,0,0
DeKalb,EMORY ROAD,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",12,0,2,10,0,0
DeKalb,EMORY SOUTH,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",52,7,0,45,0,0
DeKalb,EPWORTH,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",73,1,0,72,0,0
DeKalb,EVANSDALE ELEM,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",87,4,4,79,0,0
DeKalb,FAIRINGTON ELEM,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",4,1,0,3,0,0
DeKalb,FERNBANK ELEM,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",60,2,1,57,0,0
DeKalb,FLAKES MILL FIRE STATION,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",5,0,0,5,0,0
DeKalb,FLAT ROCK ELEM,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",6,0,0,6,0,0
DeKalb,FLAT SHOALS,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",0,0,0,0,0,0
DeKalb,FLAT SHOALS ELEM,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",2,1,0,1,0,0
DeKalb,FLAT SHOALS LIBRARY,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",0,0,0,0,0,0
DeKalb,FLAT SHOALS PARKWAY,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",2,0,0,2,0,0
DeKalb,FREEDOM MIDDLE,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",17,2,1,14,0,0
DeKalb,GEORGETOWN SQUARE,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",91,6,7,78,0,0
DeKalb,GLENHAVEN,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",11,1,1,9,0,0
DeKalb,GLENNWOOD,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",26,0,1,25,0,0
DeKalb,GLENWOOD ROAD,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",1,0,0,1,0,0
DeKalb,GRESHAM ROAD,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",9,0,0,9,0,0
DeKalb,HAMBRICK ELEM,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",20,5,1,14,0,0
DeKalb,HARRIS-MARGARET HARRIS ED,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",37,0,1,36,0,0
DeKalb,HARRIS-NARVIE J. HARRIS ELEM,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",2,1,0,1,0,0
DeKalb,HAWTHORNE ELEM,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",82,7,5,70,0,0
DeKalb,HENDERSON MILL ELEM,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",123,14,7,102,0,0
DeKalb,HUGH HOWELL,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",106,11,2,93,0,0
DeKalb,HUNTLEY HILLS ELEM,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",53,4,0,49,0,0
DeKalb,IDLEWOOD ELEM,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",40,4,0,36,0,0
DeKalb,INDIAN CREEK ELEM,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",11,4,0,7,0,0
DeKalb,JOHNSON ESTATES,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",22,0,2,20,0,0
DeKalb,JOLLY ELEM,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",9,1,0,7,0,1
DeKalb,KELLEY CHAPEL ROAD,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",3,0,0,3,0,0
DeKalb,KELLEY LAKE ELEM,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",2,0,0,2,0,0
DeKalb,KING-ML KING JR HIGH,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",2,0,0,2,0,0
DeKalb,KINGSLEY ELEM,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",176,3,6,167,0,0
DeKalb,KNOLLWOOD ELEM,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",8,1,1,6,0,0
DeKalb,KITTREDGE ELEM,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",109,3,3,103,0,0
DeKalb,LAKESIDE HIGH,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",143,16,13,114,0,0
DeKalb,LAVISTA,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",40,1,1,38,0,0
DeKalb,LAVISTA ROAD,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",38,4,1,33,0,0
DeKalb,LIN-MARY LIN ELEM,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",4,2,2,0,0,0
DeKalb,LITHONIA,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",4,0,0,4,0,0
DeKalb,LITHONIA HIGH,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",0,0,0,0,0,0
DeKalb,LIVSEY ELEM,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",86,3,7,76,0,0
DeKalb,MARBUT ELEM,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",1,1,0,0,0,0
DeKalb,MATHIS-BOB MATHIS ELEM,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",11,2,0,9,0,0
DeKalb,MCLENDON,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",16,0,0,16,0,0
DeKalb,MCNAIR ACADEMY,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",2,0,0,2,0,0
DeKalb,MCNAIR HIGH,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",9,1,1,7,0,0
DeKalb,MCNAIR MIDDLE,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",3,1,0,2,0,0
DeKalb,MCWILLIAMS,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",3,1,0,2,0,0
DeKalb,MEADOWVIEW ELEM,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",6,0,0,6,0,0
DeKalb,MEDLOCK ELEM,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",43,2,1,40,0,0
DeKalb,MEMORIAL NORTH,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",28,7,0,21,0,0
DeKalb,MEMORIAL SOUTH,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",11,0,0,11,0,0
DeKalb,METROPOLITAN,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",9,2,0,7,0,0
DeKalb,MIDVALE ELEM,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",136,16,5,115,0,0
DeKalb,MIDVALE ROAD,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",110,2,3,105,0,0
DeKalb,MIDWAY ELEM,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",13,5,0,8,0,0
DeKalb,MILLER-ELDRIDGE L. MILLER ELEM,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",10,1,0,9,0,0
DeKalb,MILLER GROVE HIGH,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",1,1,0,0,0,0
DeKalb,MILLER GROVE MIDDLE,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",0,0,0,0,0,0
DeKalb,MILLER GROVE ROAD,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",6,0,0,6,0,0
DeKalb,MONTCLAIR ELEM,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",11,0,0,11,0,0
DeKalb,MONTGOMERY ELEM,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",96,1,0,95,0,0
DeKalb,MONTREAL,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",43,1,0,42,0,0
DeKalb,MT. VERNON EAST,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",149,3,8,138,0,0
DeKalb,MT. VERNON WEST,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",107,4,1,102,0,0
DeKalb,NORTH DECATUR,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",20,2,2,16,0,0
DeKalb,NORTH HAIRSTON,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",17,6,1,10,0,0
DeKalb,NORTH PEACHTREE,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",50,0,5,45,0,0
DeKalb,NORTHLAKE,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",73,2,4,67,0,0
DeKalb,OAK GROVE ELEM,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",81,7,6,68,0,0
DeKalb,OAK VIEW ELEM,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",2,0,0,2,0,0
DeKalb,OAKCLIFF ELEM,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",27,3,2,22,0,0
DeKalb,OAKHURST,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",9,0,0,9,0,0
DeKalb,PANOLA,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",6,2,0,4,0,0
DeKalb,PANOLA ROAD,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",0,0,0,0,0,0
DeKalb,PANOLA WAY ELEM,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",1,0,0,1,0,0
DeKalb,PEACHCREST ELEM,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",7,0,0,7,0,0
DeKalb,PEACHTREE MIDDLE,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",50,2,2,46,0,0
DeKalb,PINE LAKE,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",9,1,0,8,0,0
DeKalb,PINEY GROVE,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",1,0,0,1,0,0
DeKalb,PLEASANTDALE ELEM,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",26,4,1,21,0,0
DeKalb,PONCE DE LEON,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",26,3,0,23,0,0
DeKalb,PRINCETON ELEM,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",7,5,0,2,0,0
DeKalb,RAINBOW ELEM,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",10,2,1,7,0,0
DeKalb,REDAN ELEM,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",2,0,0,2,0,0
DeKalb,REDAN MIDDLE,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",5,1,0,4,0,0
DeKalb,REDAN ROAD,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",3,0,1,2,0,0
DeKalb,REDAN-TROTTI LIBRARY,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",4,1,0,3,0,0
DeKalb,REHOBOTH,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",59,6,1,52,0,0
DeKalb,RENFROE MIDDLE,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",11,1,0,10,0,0
DeKalb,ROCK CHAPEL ELEM,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",8,0,5,3,0,0
DeKalb,ROCK CHAPEL ROAD,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",9,0,1,8,0,0
DeKalb,ROCKBRIDGE ELEM,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",16,1,1,14,0,0
DeKalb,ROCKBRIDGE ROAD,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",10,3,0,7,0,0
DeKalb,ROWLAND ELEM,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",13,4,0,9,0,0
DeKalb,ROWLAND ROAD,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",24,1,3,20,0,0
DeKalb,SAGAMORE HILLS ELEM,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",148,5,8,135,0,0
DeKalb,SALEM MIDDLE,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",5,0,1,4,0,0
DeKalb,SCOTT,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",37,5,3,29,0,0
DeKalb,SHADOW ROCK ELEM,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",11,3,0,8,0,0
DeKalb,SHAMROCK,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",78,9,5,64,0,0
DeKalb,SHAW-ROBERT SHAW ELEM,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",26,4,0,22,0,0
DeKalb,SILVER LAKE,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",128,1,13,114,0,0
DeKalb,SKYLAND,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",60,1,3,56,0,0
DeKalb,SMOKE RISE ELEM,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",128,16,4,108,0,0
DeKalb,SNAPFINGER ELEM,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",1,0,0,1,0,0
DeKalb,SNAPFINGER ROAD NORTH,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",2,0,1,1,0,0
DeKalb,SNAPFINGER ROAD SOUTH,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",6,3,0,3,0,0
DeKalb,SOUTH DESHON,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",4,0,0,4,0,0
DeKalb,SOUTH HAIRSTON,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",7,4,0,3,0,0
DeKalb,STEPHENSON HIGH,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",8,2,0,6,0,0
DeKalb,STEPHENSON MIDDLE,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",8,1,0,7,0,0
DeKalb,STONE MILL ELEM,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",6,0,1,5,0,0
DeKalb,STONE MOUNTAIN CHAMPION,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",21,2,0,19,0,0
DeKalb,STONE MOUNTAIN ELEM,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",44,5,8,31,0,0
DeKalb,STONE MOUNTAIN LIBRARY,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",11,0,0,11,0,0
DeKalb,STONE MOUNTAIN MIDDLE,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",14,2,0,12,0,0
DeKalb,STONEVIEW ELEM,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",1,0,0,1,0,0
DeKalb,TERRY MILL ELEM,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",3,0,0,3,0,0
DeKalb,TILLY MILL ROAD,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",85,3,1,80,0,1
DeKalb,TONEY ELEM,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",0,0,0,0,0,0
DeKalb,TUCKER,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",151,10,4,137,0,0
DeKalb,TUCKER LIBRARY,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",82,6,1,75,0,0
DeKalb,VALLEY BROOK,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",21,1,0,20,0,0
DeKalb,WADSWORTH ELEM,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",4,2,0,2,0,0
