county,precinct,office,district,party,candidate,votes,advance_in_person_1,absentee_by_mail,election_day,advance_in_person,provisional_
DeKalb,WARREN TECH,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",70,3,1,66,0,0
DeKalb,WESLEY CHAPEL LIBRARY,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",7,1,3,3,0,0
DeKalb,WHITE OAK,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",3,0,0,3,0,0
DeKalb,WINNONA PARK ELEM,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",23,7,0,16,0,0
DeKalb,WINTERS CHAPEL,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",75,0,4,71,0,0
DeKalb,WOODRIDGE ELEM,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",10,4,0,6,0,0
DeKalb,WOODROW ROAD,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",15,0,3,12,0,0
DeKalb,WOODWARD ELEM,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",49,6,4,39,0,0
DeKalb,WYNBROOKE ELEM,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",18,2,1,15,0,0
DeKalb,YOUNG ROAD,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",3,0,2,1,0,0
DeKalb,,State School Superintendent - REP,,REP,RICHARD L. WOODS,7004,483,421,6098,0,2
DeKalb,ALLGOOD ELEM,State School Superintendent - REP,,REP,RICHARD L. WOODS,19,1,1,17,0,0
DeKalb,ASHFORD DUNWOODY RD,State School Superintendent - REP,,REP,RICHARD L. WOODS,112,9,6,97,0,0
DeKalb,ASHFORD PARK ELEM,State School Superintendent - REP,,REP,RICHARD L. WOODS,78,3,2,73,0,0
DeKalb,ASHFORD PARKSIDE,State School Superintendent - REP,,REP,RICHARD L. WOODS,97,1,4,92,0,0
DeKalb,AUSTIN,State School Superintendent - REP,,REP,RICHARD L. WOODS,223,6,12,205,0,0
DeKalb,AUSTIN DRIVE,State School Superintendent - REP,,REP,RICHARD L. WOODS,11,2,0,9,0,0
DeKalb,AVONDALE,State School Superintendent - REP,,REP,RICHARD L. WOODS,84,11,2,71,0,0
DeKalb,AVONDALE HIGH,State School Superintendent - REP,,REP,RICHARD L. WOODS,33,2,1,30,0,0
DeKalb,BETHUNE MIDDLE,State School Superintendent - REP,,REP,RICHARD L. WOODS,7,0,0,7,0,0
DeKalb,BOULDERCREST RD,State School Superintendent - REP,,REP,RICHARD L. WOODS,5,1,2,2,0,0
DeKalb,BOULEVARD,State School Superintendent - REP,,REP,RICHARD L. WOODS,17,0,0,17,0,0
DeKalb,BRIAR VISTA ELEM,State School Superintendent - REP,,REP,RICHARD L. WOODS,35,5,3,27,0,0
DeKalb,BRIARCLIFF,State School Superintendent - REP,,REP,RICHARD L. WOODS,94,5,14,75,0,0
DeKalb,BRIARLAKE ELEM,State School Superintendent - REP,,REP,RICHARD L. WOODS,85,6,1,78,0,0
DeKalb,BRIARWOOD,State School Superintendent - REP,,REP,RICHARD L. WOODS,23,1,1,21,0,0
DeKalb,BROCKETT,State School Superintendent - REP,,REP,RICHARD L. WOODS,96,5,5,86,0,0
DeKalb,BROCKETT ELEM,State School Superintendent - REP,,REP,RICHARD L. WOODS,77,10,0,67,0,0
DeKalb,BROOKHAVEN,State School Superintendent - REP,,REP,RICHARD L. WOODS,65,2,3,60,0,0
DeKalb,BROWNS MILL ELEM,State School Superintendent - REP,,REP,RICHARD L. WOODS,18,1,2,15,0,0
DeKalb,BURGESS ELEM,State School Superintendent - REP,,REP,RICHARD L. WOODS,10,2,0,8,0,0
DeKalb,CANBY LANE ELEM,State School Superintendent - REP,,REP,RICHARD L. WOODS,4,1,0,3,0,0
DeKalb,CANDLER,State School Superintendent - REP,,REP,RICHARD L. WOODS,5,1,0,4,0,0
DeKalb,CANDLER-MURPHEY CANDLER ELEM,State School Superintendent - REP,,REP,RICHARD L. WOODS,18,1,3,14,0,0
DeKalb,CEDAR GROVE ELEM,State School Superintendent - REP,,REP,RICHARD L. WOODS,7,0,4,3,0,0
DeKalb,CEDAR GROVE MIDDLE,State School Superintendent - REP,,REP,RICHARD L. WOODS,3,2,0,1,0,0
DeKalb,CEDAR GROVE SOUTH,State School Superintendent - REP,,REP,RICHARD L. WOODS,14,2,1,11,0,0
DeKalb,CHAMBLEE ,State School Superintendent - REP,,REP,RICHARD L. WOODS,89,1,5,83,0,0
DeKalb,CHAPEL HILL ELEM,State School Superintendent - REP,,REP,RICHARD L. WOODS,6,1,0,5,0,0
DeKalb,CHESNUT ELEM,State School Superintendent - REP,,REP,RICHARD L. WOODS,56,0,2,54,0,0
DeKalb,CLAIREMONT EAST,State School Superintendent - REP,,REP,RICHARD L. WOODS,35,2,3,30,0,0
DeKalb,CLAIREMONT WEST,State School Superintendent - REP,,REP,RICHARD L. WOODS,50,9,7,34,0,0
DeKalb,CLAIRMONT ROAD,State School Superintendent - REP,,REP,RICHARD L. WOODS,69,6,13,50,0,0
DeKalb,CLARKSTON,State School Superintendent - REP,,REP,RICHARD L. WOODS,22,3,1,18,0,0
DeKalb,CLIFTON ELEM,State School Superintendent - REP,,REP,RICHARD L. WOODS,4,0,1,3,0,0
DeKalb,COAN MIDDLE,State School Superintendent - REP,,REP,RICHARD L. WOODS,9,0,0,9,0,0
DeKalb,COLUMBIA DRIVE,State School Superintendent - REP,,REP,RICHARD L. WOODS,3,0,1,2,0,0
DeKalb,COLUMBIA ELEM,State School Superintendent - REP,,REP,RICHARD L. WOODS,0,0,0,0,0,0
DeKalb,COLUMBIA MIDDLE,State School Superintendent - REP,,REP,RICHARD L. WOODS,3,2,0,1,0,0
DeKalb,CORALWOOD,State School Superintendent - REP,,REP,RICHARD L. WOODS,113,7,10,96,0,0
DeKalb,COVINGTON,State School Superintendent - REP,,REP,RICHARD L. WOODS,9,4,0,5,0,0
DeKalb,COVINGTON HWY LIBRARY,State School Superintendent - REP,,REP,RICHARD L. WOODS,0,0,0,0,0,0
DeKalb,CROSS KEYS HIGH,State School Superintendent - REP,,REP,RICHARD L. WOODS,30,2,0,28,0,0
DeKalb,CROSSROADS,State School Superintendent - REP,,REP,RICHARD L. WOODS,6,3,0,3,0,0
DeKalb,DORAVILLE NORTH,State School Superintendent - REP,,REP,RICHARD L. WOODS,47,0,3,44,0,0
DeKalb,DORAVILLE SOUTH,State School Superintendent - REP,,REP,RICHARD L. WOODS,38,1,1,36,0,0
DeKalb,DRESDEN ELEM,State School Superintendent - REP,,REP,RICHARD L. WOODS,42,0,1,41,0,0
DeKalb,DRUID HILLS HIGH,State School Superintendent - REP,,REP,RICHARD L. WOODS,32,6,4,22,0,0
DeKalb,DUNAIRE ELEM,State School Superintendent - REP,,REP,RICHARD L. WOODS,22,4,0,18,0,0
DeKalb,DUNWOODY,State School Superintendent - REP,,REP,RICHARD L. WOODS,66,1,2,63,0,0
DeKalb,DUNWOODY ELEM,State School Superintendent - REP,,REP,RICHARD L. WOODS,141,2,7,132,0,0
DeKalb,DUNWOODY LIBRARY,State School Superintendent - REP,,REP,RICHARD L. WOODS,191,3,21,167,0,0
DeKalb,EAST LAKE ELEM,State School Superintendent - REP,,REP,RICHARD L. WOODS,7,1,0,6,0,0
DeKalb,EMBRY HILLS,State School Superintendent - REP,,REP,RICHARD L. WOODS,89,7,6,76,0,0
DeKalb,EMORY ROAD,State School Superintendent - REP,,REP,RICHARD L. WOODS,11,0,2,9,0,0
DeKalb,EMORY SOUTH,State School Superintendent - REP,,REP,RICHARD L. WOODS,47,3,1,43,0,0
DeKalb,EPWORTH,State School Superintendent - REP,,REP,RICHARD L. WOODS,57,1,2,54,0,0
DeKalb,EVANSDALE ELEM,State School Superintendent - REP,,REP,RICHARD L. WOODS,101,8,5,88,0,0
DeKalb,FAIRINGTON ELEM,State School Superintendent - REP,,REP,RICHARD L. WOODS,3,0,0,3,0,0
DeKalb,FERNBANK ELEM,State School Superintendent - REP,,REP,RICHARD L. WOODS,55,1,3,51,0,0
DeKalb,FLAKES MILL FIRE STATION,State School Superintendent - REP,,REP,RICHARD L. WOODS,5,0,2,3,0,0
DeKalb,FLAT ROCK ELEM,State School Superintendent - REP,,REP,RICHARD L. WOODS,3,0,2,1,0,0
DeKalb,FLAT SHOALS,State School Superintendent - REP,,REP,RICHARD L. WOODS,3,0,0,3,0,0
DeKalb,FLAT SHOALS ELEM,State School Superintendent - REP,,REP,RICHARD L. WOODS,2,0,2,0,0,0
DeKalb,FLAT SHOALS LIBRARY,State School Superintendent - REP,,REP,RICHARD L. WOODS,1,0,0,1,0,0
DeKalb,FLAT SHOALS PARKWAY,State School Superintendent - REP,,REP,RICHARD L. WOODS,4,2,0,2,0,0
DeKalb,FREEDOM MIDDLE,State School Superintendent - REP,,REP,RICHARD L. WOODS,35,8,3,24,0,0
DeKalb,GEORGETOWN SQUARE,State School Superintendent - REP,,REP,RICHARD L. WOODS,97,4,3,90,0,0
DeKalb,GLENHAVEN,State School Superintendent - REP,,REP,RICHARD L. WOODS,12,2,3,7,0,0
DeKalb,GLENNWOOD,State School Superintendent - REP,,REP,RICHARD L. WOODS,22,1,0,21,0,0
DeKalb,GLENWOOD ROAD,State School Superintendent - REP,,REP,RICHARD L. WOODS,13,3,1,9,0,0
DeKalb,GRESHAM ROAD,State School Superintendent - REP,,REP,RICHARD L. WOODS,8,1,0,7,0,0
DeKalb,HAMBRICK ELEM,State School Superintendent - REP,,REP,RICHARD L. WOODS,23,8,1,14,0,0
DeKalb,HARRIS-MARGARET HARRIS ED,State School Superintendent - REP,,REP,RICHARD L. WOODS,28,0,4,24,0,0
DeKalb,HARRIS-NARVIE J. HARRIS ELEM,State School Superintendent - REP,,REP,RICHARD L. WOODS,1,0,0,1,0,0
DeKalb,HAWTHORNE ELEM,State School Superintendent - REP,,REP,RICHARD L. WOODS,113,5,7,101,0,0
DeKalb,HENDERSON MILL ELEM,State School Superintendent - REP,,REP,RICHARD L. WOODS,105,15,1,89,0,0
DeKalb,HUGH HOWELL,State School Superintendent - REP,,REP,RICHARD L. WOODS,115,8,1,106,0,0
DeKalb,HUNTLEY HILLS ELEM,State School Superintendent - REP,,REP,RICHARD L. WOODS,68,4,8,56,0,0
DeKalb,IDLEWOOD ELEM,State School Superintendent - REP,,REP,RICHARD L. WOODS,28,4,0,24,0,0
DeKalb,INDIAN CREEK ELEM,State School Superintendent - REP,,REP,RICHARD L. WOODS,15,4,0,11,0,0
DeKalb,JOHNSON ESTATES,State School Superintendent - REP,,REP,RICHARD L. WOODS,19,1,1,17,0,0
DeKalb,JOLLY ELEM,State School Superintendent - REP,,REP,RICHARD L. WOODS,12,1,1,10,0,0
DeKalb,KELLEY CHAPEL ROAD,State School Superintendent - REP,,REP,RICHARD L. WOODS,6,0,0,6,0,0
DeKalb,KELLEY LAKE ELEM,State School Superintendent - REP,,REP,RICHARD L. WOODS,4,2,0,2,0,0
DeKalb,KING-ML KING JR HIGH,State School Superintendent - REP,,REP,RICHARD L. WOODS,6,2,0,4,0,0
DeKalb,KINGSLEY ELEM,State School Superintendent - REP,,REP,RICHARD L. WOODS,204,9,4,191,0,0
DeKalb,KNOLLWOOD ELEM,State School Superintendent - REP,,REP,RICHARD L. WOODS,11,4,0,7,0,0
DeKalb,KITTREDGE ELEM,State School Superintendent - REP,,REP,RICHARD L. WOODS,85,5,3,77,0,0
DeKalb,LAKESIDE HIGH,State School Superintendent - REP,,REP,RICHARD L. WOODS,138,14,12,112,0,0
DeKalb,LAVISTA,State School Superintendent - REP,,REP,RICHARD L. WOODS,44,0,3,41,0,0
DeKalb,LAVISTA ROAD,State School Superintendent - REP,,REP,RICHARD L. WOODS,52,0,5,47,0,0
DeKalb,LIN-MARY LIN ELEM,State School Superintendent - REP,,REP,RICHARD L. WOODS,1,1,0,0,0,0
DeKalb,LITHONIA,State School Superintendent - REP,,REP,RICHARD L. WOODS,4,1,2,1,0,0
DeKalb,LITHONIA HIGH,State School Superintendent - REP,,REP,RICHARD L. WOODS,2,0,0,2,0,0
DeKalb,LIVSEY ELEM,State School Superintendent - REP,,REP,RICHARD L. WOODS,78,4,0,74,0,0
DeKalb,MARBUT ELEM,State School Superintendent - REP,,REP,RICHARD L. WOODS,0,0,0,0,0,0
DeKalb,MATHIS-BOB MATHIS ELEM,State School Superintendent - REP,,REP,RICHARD L. WOODS,10,2,1,7,0,0
DeKalb,MCLENDON,State School Superintendent - REP,,REP,RICHARD L. WOODS,21,2,0,19,0,0
DeKalb,MCNAIR ACADEMY,State School Superintendent - REP,,REP,RICHARD L. WOODS,3,0,0,3,0,0
DeKalb,MCNAIR HIGH,State School Superintendent - REP,,REP,RICHARD L. WOODS,15,0,0,15,0,0
DeKalb,MCNAIR MIDDLE,State School Superintendent - REP,,REP,RICHARD L. WOODS,1,0,0,1,0,0
DeKalb,MCWILLIAMS,State School Superintendent - REP,,REP,RICHARD L. WOODS,2,0,0,2,0,0
DeKalb,MEADOWVIEW ELEM,State School Superintendent - REP,,REP,RICHARD L. WOODS,9,1,0,8,0,0
DeKalb,MEDLOCK ELEM,State School Superintendent - REP,,REP,RICHARD L. WOODS,48,4,1,43,0,0
DeKalb,MEMORIAL NORTH,State School Superintendent - REP,,REP,RICHARD L. WOODS,15,1,3,11,0,0
DeKalb,MEMORIAL SOUTH,State School Superintendent - REP,,REP,RICHARD L. WOODS,12,3,0,9,0,0
DeKalb,METROPOLITAN,State School Superintendent - REP,,REP,RICHARD L. WOODS,7,0,0,7,0,0
DeKalb,MIDVALE ELEM,State School Superintendent - REP,,REP,RICHARD L. WOODS,141,10,6,125,0,0
DeKalb,MIDVALE ROAD,State School Superintendent - REP,,REP,RICHARD L. WOODS,96,3,4,89,0,0
DeKalb,MIDWAY ELEM,State School Superintendent - REP,,REP,RICHARD L. WOODS,10,1,1,8,0,0
DeKalb,MILLER-ELDRIDGE L. MILLER ELEM,State School Superintendent - REP,,REP,RICHARD L. WOODS,10,3,0,7,0,0
DeKalb,MILLER GROVE HIGH,State School Superintendent - REP,,REP,RICHARD L. WOODS,1,0,1,0,0,0
DeKalb,MILLER GROVE MIDDLE,State School Superintendent - REP,,REP,RICHARD L. WOODS,6,1,2,3,0,0
DeKalb,MILLER GROVE ROAD,State School Superintendent - REP,,REP,RICHARD L. WOODS,8,2,0,6,0,0
DeKalb,MONTCLAIR ELEM,State School Superintendent - REP,,REP,RICHARD L. WOODS,13,1,0,12,0,0
DeKalb,MONTGOMERY ELEM,State School Superintendent - REP,,REP,RICHARD L. WOODS,122,5,8,109,0,0
DeKalb,MONTREAL,State School Superintendent - REP,,REP,RICHARD L. WOODS,46,0,1,45,0,0
DeKalb,MT. VERNON EAST,State School Superintendent - REP,,REP,RICHARD L. WOODS,193,7,13,173,0,0
DeKalb,MT. VERNON WEST,State School Superintendent - REP,,REP,RICHARD L. WOODS,121,6,4,111,0,0
DeKalb,NORTH DECATUR,State School Superintendent - REP,,REP,RICHARD L. WOODS,6,1,0,5,0,0
DeKalb,NORTH HAIRSTON,State School Superintendent - REP,,REP,RICHARD L. WOODS,26,6,1,19,0,0
DeKalb,NORTH PEACHTREE,State School Superintendent - REP,,REP,RICHARD L. WOODS,46,0,0,46,0,0
DeKalb,NORTHLAKE,State School Superintendent - REP,,REP,RICHARD L. WOODS,42,1,2,38,0,1
DeKalb,OAK GROVE ELEM,State School Superintendent - REP,,REP,RICHARD L. WOODS,84,3,9,72,0,0
DeKalb,OAK VIEW ELEM,State School Superintendent - REP,,REP,RICHARD L. WOODS,5,1,2,2,0,0
DeKalb,OAKCLIFF ELEM,State School Superintendent - REP,,REP,RICHARD L. WOODS,20,0,0,20,0,0
DeKalb,OAKHURST,State School Superintendent - REP,,REP,RICHARD L. WOODS,16,2,1,13,0,0
DeKalb,PANOLA,State School Superintendent - REP,,REP,RICHARD L. WOODS,8,2,1,5,0,0
DeKalb,PANOLA ROAD,State School Superintendent - REP,,REP,RICHARD L. WOODS,0,0,0,0,0,0
DeKalb,PANOLA WAY ELEM,State School Superintendent - REP,,REP,RICHARD L. WOODS,4,1,0,3,0,0
DeKalb,PEACHCREST ELEM,State School Superintendent - REP,,REP,RICHARD L. WOODS,10,2,1,7,0,0
DeKalb,PEACHTREE MIDDLE,State School Superintendent - REP,,REP,RICHARD L. WOODS,63,0,6,57,0,0
DeKalb,PINE LAKE,State School Superintendent - REP,,REP,RICHARD L. WOODS,5,0,0,5,0,0
DeKalb,PINEY GROVE,State School Superintendent - REP,,REP,RICHARD L. WOODS,0,0,0,0,0,0
DeKalb,PLEASANTDALE ELEM,State School Superintendent - REP,,REP,RICHARD L. WOODS,35,3,3,29,0,0
DeKalb,PONCE DE LEON,State School Superintendent - REP,,REP,RICHARD L. WOODS,18,2,0,16,0,0
DeKalb,PRINCETON ELEM,State School Superintendent - REP,,REP,RICHARD L. WOODS,9,1,1,7,0,0
DeKalb,RAINBOW ELEM,State School Superintendent - REP,,REP,RICHARD L. WOODS,12,0,2,10,0,0
DeKalb,REDAN ELEM,State School Superintendent - REP,,REP,RICHARD L. WOODS,3,0,0,3,0,0
DeKalb,REDAN MIDDLE,State School Superintendent - REP,,REP,RICHARD L. WOODS,10,0,1,9,0,0
DeKalb,REDAN ROAD,State School Superintendent - REP,,REP,RICHARD L. WOODS,7,0,0,7,0,0
DeKalb,REDAN-TROTTI LIBRARY,State School Superintendent - REP,,REP,RICHARD L. WOODS,5,1,1,3,0,0
DeKalb,REHOBOTH,State School Superintendent - REP,,REP,RICHARD L. WOODS,76,8,4,64,0,0
DeKalb,RENFROE MIDDLE,State School Superintendent - REP,,REP,RICHARD L. WOODS,13,0,0,13,0,0
DeKalb,ROCK CHAPEL ELEM,State School Superintendent - REP,,REP,RICHARD L. WOODS,10,3,1,6,0,0
DeKalb,ROCK CHAPEL ROAD,State School Superintendent - REP,,REP,RICHARD L. WOODS,22,0,1,20,0,1
DeKalb,ROCKBRIDGE ELEM,State School Superintendent - REP,,REP,RICHARD L. WOODS,22,3,0,19,0,0
DeKalb,ROCKBRIDGE ROAD,State School Superintendent - REP,,REP,RICHARD L. WOODS,11,0,0,11,0,0
DeKalb,ROWLAND ELEM,State School Superintendent - REP,,REP,RICHARD L. WOODS,11,1,0,10,0,0
DeKalb,ROWLAND ROAD,State School Superintendent - REP,,REP,RICHARD L. WOODS,17,2,2,13,0,0
DeKalb,SAGAMORE HILLS ELEM,State School Superintendent - REP,,REP,RICHARD L. WOODS,140,3,9,128,0,0
DeKalb,SALEM MIDDLE,State School Superintendent - REP,,REP,RICHARD L. WOODS,9,3,0,6,0,0
DeKalb,SCOTT,State School Superintendent - REP,,REP,RICHARD L. WOODS,25,2,4,19,0,0
DeKalb,SHADOW ROCK ELEM,State School Superintendent - REP,,REP,RICHARD L. WOODS,16,7,0,9,0,0
DeKalb,SHAMROCK,State School Superintendent - REP,,REP,RICHARD L. WOODS,54,7,3,44,0,0
DeKalb,SHAW-ROBERT SHAW ELEM,State School Superintendent - REP,,REP,RICHARD L. WOODS,29,7,2,20,0,0
DeKalb,SILVER LAKE,State School Superintendent - REP,,REP,RICHARD L. WOODS,107,1,4,102,0,0
DeKalb,SKYLAND,State School Superintendent - REP,,REP,RICHARD L. WOODS,46,0,5,41,0,0
DeKalb,SMOKE RISE ELEM,State School Superintendent - REP,,REP,RICHARD L. WOODS,136,16,5,115,0,0
DeKalb,SNAPFINGER ELEM,State School Superintendent - REP,,REP,RICHARD L. WOODS,2,1,0,1,0,0
DeKalb,SNAPFINGER ROAD NORTH,State School Superintendent - REP,,REP,RICHARD L. WOODS,7,0,3,4,0,0
DeKalb,SNAPFINGER ROAD SOUTH,State School Superintendent - REP,,REP,RICHARD L. WOODS,7,2,2,3,0,0
DeKalb,SOUTH DESHON,State School Superintendent - REP,,REP,RICHARD L. WOODS,6,0,0,6,0,0
DeKalb,SOUTH HAIRSTON,State School Superintendent - REP,,REP,RICHARD L. WOODS,10,2,0,8,0,0
DeKalb,STEPHENSON HIGH,State School Superintendent - REP,,REP,RICHARD L. WOODS,14,5,1,8,0,0
DeKalb,STEPHENSON MIDDLE,State School Superintendent - REP,,REP,RICHARD L. WOODS,15,2,0,13,0,0
DeKalb,STONE MILL ELEM,State School Superintendent - REP,,REP,RICHARD L. WOODS,7,2,0,5,0,0
DeKalb,STONE MOUNTAIN CHAMPION,State School Superintendent - REP,,REP,RICHARD L. WOODS,15,2,0,13,0,0
DeKalb,STONE MOUNTAIN ELEM,State School Superintendent - REP,,REP,RICHARD L. WOODS,72,12,26,34,0,0
DeKalb,STONE MOUNTAIN LIBRARY,State School Superintendent - REP,,REP,RICHARD L. WOODS,21,3,0,18,0,0
DeKalb,STONE MOUNTAIN MIDDLE,State School Superintendent - REP,,REP,RICHARD L. WOODS,22,5,0,17,0,0
DeKalb,STONEVIEW ELEM,State School Superintendent - REP,,REP,RICHARD L. WOODS,2,0,0,2,0,0
DeKalb,TERRY MILL ELEM,State School Superintendent - REP,,REP,RICHARD L. WOODS,4,2,0,2,0,0
DeKalb,TILLY MILL ROAD,State School Superintendent - REP,,REP,RICHARD L. WOODS,103,1,5,97,0,0
DeKalb,TONEY ELEM,State School Superintendent - REP,,REP,RICHARD L. WOODS,1,1,0,0,0,0
DeKalb,TUCKER,State School Superintendent - REP,,REP,RICHARD L. WOODS,165,3,6,156,0,0
DeKalb,TUCKER LIBRARY,State School Superintendent - REP,,REP,RICHARD L. WOODS,102,6,8,88,0,0
DeKalb,VALLEY BROOK,State School Superintendent - REP,,REP,RICHARD L. WOODS,22,1,1,20,0,0
DeKalb,WADSWORTH ELEM,State School Superintendent - REP,,REP,RICHARD L. WOODS,3,0,0,3,0,0
DeKalb,WARREN TECH,State School Superintendent - REP,,REP,RICHARD L. WOODS,64,4,2,58,0,0
DeKalb,WESLEY CHAPEL LIBRARY,State School Superintendent - REP,,REP,RICHARD L. WOODS,2,1,0,1,0,0
DeKalb,WHITE OAK,State School Superintendent - REP,,REP,RICHARD L. WOODS,1,1,0,0,0,0
DeKalb,WINNONA PARK ELEM,State School Superintendent - REP,,REP,RICHARD L. WOODS,16,1,0,15,0,0
DeKalb,WINTERS CHAPEL,State School Superintendent - REP,,REP,RICHARD L. WOODS,85,2,6,77,0,0
DeKalb,WOODRIDGE ELEM,State School Superintendent - REP,,REP,RICHARD L. WOODS,12,5,0,7,0,0
DeKalb,WOODROW ROAD,State School Superintendent - REP,,REP,RICHARD L. WOODS,21,2,5,14,0,0
DeKalb,WOODWARD ELEM,State School Superintendent - REP,,REP,RICHARD L. WOODS,33,0,1,32,0,0
DeKalb,WYNBROOKE ELEM,State School Superintendent - REP,,REP,RICHARD L. WOODS,14,1,2,11,0,0
DeKalb,YOUNG ROAD,State School Superintendent - REP,,REP,RICHARD L. WOODS,8,4,0,4,0,0
